Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3
40,0,21.5,38.7,19.2,41.73,22.2,37.29
70,20,21.79,43.3633333333333,20.6,44.06,21.6,42.29
90,20,22.73,43.3633333333333,21.55,43.345,22.29,42.42
80,0,24.6,38.3633333333333,24.0,36.645,24.7,37.245
70,10,19.79,36.7666666666667,18.89,36.9233333333333,19.8233333333333,35.9333333333333
120,20,21.6666666666667,37.76,20.39,37.9333333333333,21.0,37.7
80,0,21.2,39.29,17.9633333333333,44.23,23.4633333333333,38.26
70,0,21.2,35.29,17.9266666666667,39.2,22.7,35.09
70,0,21.15,40.545,20.23,40.8633333333333,20.89,39.378
430,20,20.7,38.28,19.7,37.59,20.2,37.9
50,0,21.2,38.2,21.46,38.49,21.8566666666667,36.56
60,0,21.1,39.9,20.5,39.7,21.79,37.6633333333333
60,0,22.0,36.2,20.1,37.5,22.7,34.29
20,0,18.89,44.29,18.2,44.0,19.9266666666667,45.09
50,0,21.6,40.0,21.1,39.09,21.39,41.5
90,0,22.2,42.695,21.6333333333333,41.7,21.1,44.6633333333333
90,0,24.7,52.09,24.29,51.045,26.29,45.6633333333333
80,30,22.89,44.93,21.9175,45.01125,24.5,40.2
50,0,23.6,37.7,21.5,39.2,24.6333333333333,38.29
180,0,21.9633333333333,39.26,21.39,37.6633333333333,21.89,41.3266666666667
50,0,19.0333333333333,44.03,18.307647058823495,43.9,19.79,45.0
50,0,19.4633333333333,37.6633333333333,17.26,39.9666666666667,20.1,37.4
50,0,25.1,35.4333333333333,25.76,30.7,26.29,37.178
650,0,20.89,36.7,18.29,39.6633333333333,21.2,36.0
90,10,21.566666666666695,35.4,19.6,37.0,20.39,35.59
90,0,21.0,37.8685714285714,19.86,37.0483333333333,22.5166666666667,36.645
20,0,18.89,43.79,18.0,44.1266666666667,19.7,43.5
50,0,20.8566666666667,37.2233333333333,19.2,36.9666666666667,20.5,37.09
80,0,22.1,35.53,19.73,37.29,20.8566666666667,36.2233333333333
30,20,21.3233333333333,41.29,18.3566666666667,46.79,20.79,38.5
60,0,20.79,40.09,19.0,41.53,21.39,40.8266666666667
210,0,19.5,38.0,18.96,39.1,19.89,36.9666666666667
60,0,22.89,36.29,20.6,38.09,23.89,37.29
30,0,17.89,45.06,17.1,45.2666666666667,18.9175,42.425
60,20,20.89,36.6266666666667,18.0,40.29,22.1333333333333,34.5
70,0,21.0,35.4,17.7,39.59,22.6,35.1633333333333
100,10,20.0333333333333,44.0633333333333,18.29,41.9566666666667,21.6333333333333,39.6333333333333
110,20,21.1666666666667,45.5666666666667,20.6,44.9,21.445,42.745
100,10,21.3233333333333,38.13,19.89,37.1633333333333,20.89,37.4666666666667
140,10,16.89,44.6633333333333,16.2,44.4666666666667,17.3566666666667,42.5
130,0,21.0,39.0,19.6,40.4333333333333,21.79,37.4
270,0,26.1,41.6266666666667,26.29,38.09,29.1985714285714,37.5242857142857
50,0,22.26,38.1633333333333,19.9266666666667,40.23,23.23,37.19333333333329
190,0,20.0333333333333,45.5,19.2,44.1266666666667,19.9633333333333,44.7
60,0,21.1,39.29,19.566666666666695,40.9,21.89,37.5
40,0,20.6,46.1266666666667,20.0,44.5,20.2,45.4
110,0,23.6,40.79,21.1,43.33333333333329,24.5,37.9333333333333
60,0,22.7,44.5,20.4266666666667,46.9333333333333,24.5,40.4
70,0,22.1,34.4333333333333,20.29,35.5,20.89,36.1266666666667
560,30,21.3566666666667,36.09,19.566666666666695,37.1633333333333,21.6333333333333,35.03
40,0,19.89,38.69333333333329,18.3566666666667,37.6633333333333,20.2,37.1266666666667
60,10,22.79,41.2,19.9266666666667,45.4,24.39,38.79
100,0,19.4266666666667,36.73,17.1,40.03,19.79,36.59
110,10,23.1,36.8633333333333,20.5,39.2566666666667,22.5,36.09
70,20,25.3566666666667,39.1266666666667,26.5,34.6633333333333,26.39,37.736
50,0,20.89,36.995,19.5,36.73,21.1666666666667,36.53
90,10,20.6666666666667,31.93,19.2,30.9633333333333,19.6,33.1566666666667
50,0,20.5,35.6266666666667,18.39,37.29,20.0,37.4
40,0,18.89,46.79,18.1,46.6633333333333,19.5,45.0675
60,0,20.1,35.09,16.39,40.09,20.1,37.0
90,0,23.39,45.9666666666667,21.6,47.2,24.89,40.79
50,0,22.9266666666667,41.29,20.89,43.036,24.7,40.0
100,10,22.6,43.4233333333333,21.7,42.63,25.23,37.6266666666667
90,0,21.89,41.09,19.2,44.53,24.39,39.9
60,20,20.6,36.9333333333333,17.89,39.9333333333333,20.1,37.4
80,10,24.6,33.3266666666667,25.29,30.5,24.1,35.9
60,0,22.066666666666695,39.9,22.1,38.2,22.39,38.29
40,20,21.89,34.8266666666667,19.6,36.79,21.39,35.29
60,0,20.29,43.59,19.5,43.09,20.2,44.4
60,10,20.79,43.7233333333333,20.0,42.5,21.74,43.18722222222221
30,0,18.79,46.5,18.0,46.5,19.7,45.0
40,0,18.6,40.5,17.26,40.9666666666667,19.066666666666695,39.8633333333333
60,10,24.89,48.0,24.718,46.072,26.0,43.856
60,0,20.6333333333333,35.2666666666667,16.73,40.43,21.29,34.9666666666667
110,10,21.0,41.3975,19.29,42.4633333333333,20.4633333333333,41.9666666666667
50,0,19.89,42.09,19.3566666666667,40.7,20.8566666666667,41.9
20,0,19.4266666666667,45.23,18.7,44.9,19.79,44.4
60,0,22.2,43.7,19.7,47.5,24.7,41.0
70,0,21.5,36.7,18.26,40.46,23.1,34.5
60,0,23.79,35.06,20.8042857142857,37.1657142857143,24.2,35.4
80,0,23.5333333333333,35.6933333333333,26.3566666666667,29.996666666666705,23.79,36.7
50,0,19.6333333333333,37.2,17.29,39.8266666666667,20.1,38.8266666666667
20,0,22.1333333333333,39.09,19.5,41.59,22.4633333333333,38.8633333333333
70,0,19.4633333333333,38.4,16.3233333333333,42.93,20.0333333333333,37.03
60,0,19.9633333333333,35.3333333333333,17.4633333333333,36.3633333333333,20.14,36.798
120,0,19.79,39.1266666666667,18.89,39.1333333333333,19.9633333333333,39.6266666666667
140,10,23.0,47.66666666666671,22.5,41.6633333333333,22.6,44.5266666666667
40,0,20.79,44.6566666666667,19.8566666666667,42.6333333333333,21.39,42.4111111111111
80,0,22.5,37.5,20.39,40.03,22.79,37.09
100,20,23.6,37.29,22.0,37.3971428571429,24.236,36.09
20,0,20.7,35.7,18.1,37.245,21.0,35.7
50,0,19.89,36.09,18.0,37.3633333333333,21.0,36.0
50,0,20.0,39.6266666666667,18.79,38.0,20.29,37.4333333333333
40,0,20.1,45.2,19.23,44.8266666666667,20.5,44.4
110,0,24.0,40.7,22.55,41.545,25.1,39.09
50,0,19.2,43.76,18.5,43.775,19.89,45.0
40,0,23.29,41.29,21.68,41.79,24.5,39.29
50,0,21.5,37.5,18.0,43.06,23.23,37.73
90,0,25.5,46.5,25.754,42.08,27.1333333333333,41.2233333333333
60,0,22.0,34.76,19.5,36.73,22.7,36.26
60,0,24.73,38.59,22.0,40.754,24.55,32.8
240,0,22.0,42.7666666666667,21.0333333333333,42.4666666666667,22.5,41.5
120,0,24.945,50.09,23.26,50.83333333333329,25.79,45.345
70,0,22.79,39.4,20.6,40.3633333333333,24.5,37.9
50,0,21.815,37.3175,18.8233333333333,40.9333333333333,22.1,36.79
110,0,21.29,38.7,19.53,41.59666666666671,21.89,37.2
70,30,20.6,36.83333333333329,17.5,40.2233333333333,21.6,34.8633333333333
40,0,22.1,41.59,19.7,45.0,24.2,39.79
40,0,21.2,39.5,18.7,43.09,22.39,39.0
90,0,23.6,34.06,22.68,32.4,24.29,34.4
50,0,21.0,37.4,19.1,37.79,20.8233333333333,38.73
30,0,20.7,36.5,17.1,41.4666666666667,20.6,37.3266666666667
40,0,20.73,36.79,20.2,35.4,20.29,36.9333333333333
50,0,19.2,37.7,17.0333333333333,39.9333333333333,20.2,37.59
50,0,20.89,40.5,20.1,39.4,21.1,42.7
90,0,24.79,35.76,25.025,32.57,24.26,36.06
60,10,20.5,40.0,17.2,46.2,20.89,38.2
400,10,22.2,44.1566666666667,21.6,42.59,21.5,44.9
70,0,21.29,39.56,18.6,43.56,22.5,37.59
90,0,22.6,35.26,20.175,36.7675,23.0,35.4
30,10,21.7,46.9333333333333,20.79,46.7,21.7,46.5
50,0,24.6,38.9,22.89,39.1266666666667,25.7,38.7
70,0,21.566666666666695,38.4,19.6,40.59,21.89,38.0
70,20,21.79,37.4,19.9633333333333,38.4,20.6,38.5
410,0,21.79,43.06,21.6333333333333,40.9633333333333,21.755,43.9
110,0,24.4064935064935,37.5288311688312,23.5644155844156,35.3246753246753,24.8566233766234,36.7616883116883
30,0,21.23,35.8266666666667,19.7,37.23,21.79,35.7
80,0,24.39,35.865,23.1,35.20375,24.39,33.09
140,20,22.26,44.3633333333333,21.7,43.0,21.7,44.93
120,0,19.89,36.3633333333333,18.6333333333333,37.69333333333329,19.89,36.2
40,10,18.6,39.0,17.5,38.33333333333329,18.89,39.9
140,30,22.4266666666667,38.76,19.8566666666667,38.9333333333333,24.3233333333333,37.66
70,0,22.0,41.9,20.89,42.4,23.5,38.29
70,0,20.79,35.09,18.29,36.8266666666667,20.5333333333333,38.1633333333333
420,10,22.39,46.0633333333333,22.0333333333333,43.29,23.3233333333333,48.19333333333329
120,20,21.7,43.9666666666667,20.29,44.79,21.7,42.59
270,10,21.6333333333333,37.3633333333333,20.79,36.6333333333333,25.3233333333333,39.26
90,0,22.1,45.8633333333333,21.8233333333333,43.4633333333333,22.39,43.6883333333333
40,0,22.26,38.76,19.5,42.2,22.39,37.9333333333333
50,0,21.89,46.09,21.0,45.79,23.1666666666667,46.2
100,20,22.3566666666667,42.5,21.7,41.0,21.7,43.06
60,0,21.7,40.5,18.89,44.3633333333333,22.8566666666667,39.4666666666667
90,0,17.1333333333333,46.29,16.5666666666667,45.5666666666667,17.29,43.23
40,0,20.29,37.9,18.5,38.79,20.89,39.23
50,10,20.89,33.5,19.6,33.95,20.075,34.5675
60,10,22.6,32.6933333333333,25.4633333333333,26.1966666666667,22.7,32.53
110,0,20.39,35.26,18.8233333333333,35.53,20.6,35.1266666666667
50,0,21.275,36.18166666666671,19.2,37.3685714285714,20.89,38.3725
50,0,22.29,36.5,19.6333333333333,39.2,21.79,36.29
50,0,20.0,37.09,16.89,40.7,20.26,37.9
50,0,22.29,39.2,19.7,41.59,22.39,38.8266666666667
30,0,21.6,37.09,18.76,40.29,22.6333333333333,35.9333333333333
30,0,22.0333333333333,39.59,23.1,36.6633333333333,22.26,37.9666666666667
50,0,25.2,36.23,26.1,31.39,26.2,37.5
20,10,21.2,47.29,20.29,47.4,21.6,46.79
40,0,22.2,42.09,24.29,37.4333333333333,23.1,39.09
50,0,20.5,39.4633333333333,19.6,39.23,20.7,40.29
260,0,21.29,42.9,20.26,37.6333333333333,20.79,39.3633333333333
50,0,24.6536363636364,50.0352727272727,24.1927927927928,47.9991291291291,26.9147272727273,44.2836363636364
190,0,21.0,37.7,19.1,37.9333333333333,21.76,35.9
50,0,23.39,38.7,24.566666666666695,34.8266666666667,24.8566666666667,38.0633333333333
50,0,20.6333333333333,43.1266666666667,19.6,43.26,20.5,44.5
50,0,21.9633333333333,40.9333333333333,18.79,46.5,24.1,39.245
50,0,21.4266666666667,38.73,18.7,42.23,22.39,39.1266666666667
80,0,22.6,43.8633333333333,22.2,42.6633333333333,22.39,43.4888888888889
90,20,21.9266666666667,42.5,20.7,43.53,23.2,39.23
50,0,23.1333333333333,36.09,20.815,37.745,23.89,37.2
60,0,22.1,38.4,19.29,41.4333333333333,24.7,37.4
70,0,21.2,41.79,18.1,47.09,23.066666666666695,38.3633333333333
260,0,24.0,42.36,26.7257142857143,34.4714285714286,26.7633333333333,40.4
50,0,24.1,40.4,21.7,42.3633333333333,25.39,39.7
260,0,23.39,37.915,21.764285714285695,38.9571428571429,24.76,38.26
270,0,19.566666666666695,41.53,18.23,43.09,20.452857142857095,38.7042857142857
50,0,21.89,38.59,19.5333333333333,39.6633333333333,22.1,37.4
60,0,22.29,35.5,19.5,37.9,23.26,37.1633333333333
50,0,22.1,37.5,19.2,40.8633333333333,22.1,36.79
20,0,21.79,37.4,19.1666666666667,40.0,22.26,37.2
120,10,19.39,36.9666666666667,17.0,40.045,19.79,36.7
50,0,21.89,36.0,22.9266666666667,32.06,22.5,35.7
40,0,20.29,42.5,19.29,42.09,20.89,44.29
70,0,23.7,31.9266666666667,23.7,29.3333333333333,23.29,34.79
120,0,23.39,36.79,21.5,37.73,22.8566666666667,35.9
50,20,21.5,46.3633333333333,20.7,44.79,21.5,43.1266666666667
110,0,21.89,34.9,22.1,32.26,22.39,33.9
60,10,20.6,35.26,17.5966666666667,38.9333333333333,21.6,34.59
70,0,20.5,41.9266666666667,19.79,40.0,21.0,40.1633333333333
60,0,20.89,35.2,18.39,36.7,20.6,38.0
50,0,21.89,34.9,19.39,36.9666666666667,22.89,36.53
120,0,25.5,37.16,25.73,33.0666666666667,25.39,36.09
130,20,21.89,40.1333333333333,20.73,38.83333333333329,21.1333333333333,39.89
70,0,19.6,36.83333333333329,17.76,37.09,19.7,36.7
250,0,22.1,43.2566666666667,20.6,44.36,23.066666666666695,39.4666666666667
20,0,20.1,36.2,18.26,37.4,20.2,38.2
50,0,23.6666666666667,37.76,21.5,39.2,24.6,38.2
40,0,23.0,41.4333333333333,22.99,40.4666666666667,24.29,38.59
370,0,21.0,40.4,18.39,44.06,21.79,38.09
50,0,20.9266666666667,37.4,19.066666666666695,37.9,20.89,38.8175
50,0,21.5,38.76,19.89,38.245,23.23,37.0666666666667
90,0,22.4266666666667,40.09,21.566666666666695,39.9333333333333,22.1,40.1528571428571
30,0,21.5,38.4333333333333,17.89,43.06,22.39,37.1266666666667
50,0,19.89,36.9,16.6,41.4,20.29,37.5
240,0,21.3566666666667,42.9,18.89,46.9333333333333,23.2,40.7233333333333
240,0,22.73,37.5,20.79,37.19333333333329,22.6,35.645
130,20,20.89,37.8,18.39,41.06,20.39,37.4666666666667
150,10,16.89,44.56,16.2,44.4,17.29,42.3266666666667
40,0,20.39,39.56,18.2,41.0,21.2,40.59
120,20,22.6,41.73,20.79,40.93,22.79,39.1633333333333
270,0,21.23,37.0266666666667,19.0,39.06,23.163333333333295,37.56
50,0,20.0,38.2,17.5,41.0,21.0,37.29
80,10,22.2,33.6633333333333,21.495,32.7,20.7,35.5
50,0,21.23,35.3633333333333,18.29,38.4,20.3233333333333,36.9
50,0,23.0333333333333,39.7,20.683333333333305,41.4,25.29,37.59
570,10,24.89,32.6666666666667,23.56,31.14,23.6,30.8233333333333
100,0,22.23,34.59,20.1,36.06,21.79,34.2
60,0,22.0,37.73,23.7,33.7233333333333,22.76,36.0
60,0,19.7,41.06,17.89,41.9,20.29,40.7
50,0,21.0,41.5,19.1,44.09,21.6,38.7
60,0,20.29,33.4,18.39,33.5,19.7,34.9333333333333
60,0,20.39,35.2,16.79,39.8633333333333,20.2,37.0
390,10,19.6,38.8633333333333,19.2,37.73,19.39,40.1266666666667
490,0,24.4718181818182,52.8316363636364,23.5081081081081,52.1997297297297,27.3183636363636,46.5018181818182
290,0,19.79,39.93,18.4633333333333,39.5,20.29,37.1633333333333
60,20,22.79,45.4,21.89,44.6175,23.29,45.4
440,0,21.4266666666667,41.59666666666671,19.7,41.1566666666667,21.89,37.4666666666667
40,0,19.89,37.8633333333333,17.5,40.2233333333333,20.6333333333333,39.5666666666667
190,10,25.5,47.06,26.54,41.0,28.2,41.53
110,0,23.2,41.5633333333333,21.89,39.36,27.066666666666695,37.1
120,0,25.5,48.4333333333333,25.0285714285714,46.6214285714286,26.2,45.1214285714286
360,0,18.1,37.06,17.29,36.26,18.1,38.56
60,0,20.066666666666695,34.4666666666667,17.2,37.79,22.066666666666695,35.1633333333333
50,0,19.2,44.7,18.6333333333333,42.9333333333333,19.39,43.6566666666667
110,20,21.89,34.7,19.7,36.0,21.89,34.645
80,0,23.066666666666695,36.23,21.6666666666667,34.5,24.1,34.1566666666667
70,0,21.15,40.59,20.066666666666695,40.9666666666667,21.1,39.79
140,20,24.39,38.59666666666671,23.8233333333333,36.73,25.2,38.4
50,0,25.1,35.2,25.6,30.73,26.2,36.834
40,0,18.7,46.29,18.0,46.5,19.7,44.59
70,0,24.76,49.99,27.3614285714286,44.7285714285714,25.1,46.6
40,0,20.73,38.09,18.1,40.59,20.1,38.09
80,30,20.1,40.3633333333333,19.1666666666667,40.69333333333329,20.5,38.9333333333333
50,0,21.4266666666667,40.5666666666667,19.4266666666667,41.1266666666667,20.9266666666667,40.5
20,10,20.1,40.4,19.075,38.45,20.39,37.1725
50,0,21.4175,39.645,22.4266666666667,37.26,22.0,37.1633333333333
50,20,17.79,37.8266666666667,16.79,37.1633333333333,18.2,38.8633333333333
120,0,22.1,39.5225,21.1333333333333,39.6633333333333,22.7,37.7
50,0,24.2,39.76,22.5,41.09,25.76,39.0
40,0,18.89,42.2,18.2,41.29,19.8566666666667,43.29
70,20,22.0,38.09,20.7,38.6633333333333,21.6333333333333,37.5
50,0,24.5,38.4333333333333,23.39,37.23,26.29,38.09
50,0,19.39,37.59,17.2,39.9,20.1,37.4
60,30,20.7,44.7,19.39,45.59,21.39,42.0
70,20,21.0,36.9,18.0,40.9633333333333,22.1333333333333,34.59
70,0,22.1333333333333,42.09,21.4633333333333,40.4666666666667,22.6,43.29
50,0,21.2,37.2,18.7,39.59,22.6,36.56
270,0,21.79,32.8266666666667,19.7,33.4333333333333,23.3566666666667,38.4
90,0,22.7,40.33333333333329,21.7,39.03,24.1,37.6633333333333
170,10,19.7,35.03,19.6333333333333,33.86,19.6,35.4
100,0,21.9633333333333,41.7,20.76,42.5,23.1,38.4
50,0,20.29,34.2,17.5,37.145,22.29,35.2
30,0,17.79,40.7,16.745,41.2,18.1,40.09
60,0,21.23,37.86,18.29,40.0,21.7,36.29
120,10,20.1,43.69333333333329,18.9633333333333,36.9,18.566666666666695,39.6633333333333
40,0,19.89,36.2,18.0,37.5,20.1,38.254
40,0,21.39,42.1633333333333,20.566666666666695,41.3266666666667,20.89,44.7
60,0,21.4266666666667,37.4333333333333,18.3233333333333,41.9,22.2,37.0
60,0,21.79,38.8266666666667,20.4633333333333,40.4333333333333,22.79,37.2
260,0,23.29,35.1266666666667,23.3471428571429,33.5771428571429,24.2,35.0
60,0,25.1,36.0,26.0,31.39,26.29,37.3842857142857
60,0,22.89,40.26,20.5,42.79,23.2,39.5
30,0,22.1,38.4333333333333,19.0,43.0,23.1,38.2233333333333
130,20,23.0,44.3633333333333,22.39,40.9333333333333,22.6,43.7
40,20,22.1,44.59,21.566666666666695,42.79,21.77,45.4888888888889
20,0,17.6,41.145,16.6,41.7,18.0,40.2
70,20,22.1,35.09,19.6,37.0,21.39,34.4333333333333
500,0,19.7,45.59,18.89,44.23,19.89,44.9
130,10,21.79,40.6633333333333,21.066666666666695,39.8266666666667,22.0333333333333,44.4333333333333
60,0,21.315,38.5675,17.6,43.8266666666667,22.29,37.0
50,0,20.3566666666667,37.1266666666667,17.5666666666667,40.23,20.89,37.6633333333333
110,10,21.0,45.2566666666667,20.7,42.43,21.0,42.7
80,0,22.1,37.09,19.8566666666667,38.6633333333333,21.2,37.7
130,10,20.4633333333333,40.16666666666671,19.79,35.0,19.89,36.3633333333333
110,0,23.1,39.1266666666667,21.39,38.23,25.5333333333333,35.2
50,0,21.0333333333333,41.1266666666667,19.2,43.4333333333333,21.76,38.5
60,0,22.5,42.1633333333333,24.6,36.8633333333333,23.1,39.2
90,0,20.1,45.3266666666667,19.2,43.7,19.89,44.79
50,10,21.4266666666667,47.03,20.6,47.0,21.675,46.7
40,0,20.3566666666667,37.2,17.5666666666667,40.29,20.89,37.59
40,0,20.7,36.79,19.1,37.7,20.575,36.0
40,0,21.79,45.53,21.2,43.8266666666667,22.6333333333333,45.09
50,0,21.7,39.59,18.2,44.9,23.7,38.3266666666667
70,10,23.39,37.79,21.9685714285714,37.5,24.29,36.0
70,20,22.0,38.6633333333333,18.6,42.5,22.4633333333333,37.7233333333333
590,30,19.8566666666667,47.6633333333333,18.7,34.1,18.4266666666667,37.83333333333329
50,0,21.29,35.2,19.9633333333333,35.6266666666667,19.79,36.9
70,0,23.0,39.7,20.6,41.4,25.29,37.59
40,0,21.745,44.79,20.89,44.09,22.225,44.8205555555556
160,0,22.7,36.7,21.0333333333333,37.59,22.89,37.29
60,0,24.0,44.9,22.39,45.356,26.6333333333333,40.29
180,0,22.3566666666667,40.7666666666667,21.2,40.86,23.89,36.3633333333333
50,20,21.73,48.5,20.7,46.29,22.39,44.9333333333333
70,10,18.1,36.9,16.79,37.7,18.39,37.4333333333333
50,0,20.9266666666667,45.29,20.39,43.7,21.39,43.6266666666667
70,0,20.0,33.29,18.1,34.4,19.6,35.29
50,0,20.7,46.2,20.0,44.4333333333333,20.2,45.5
70,0,22.39,45.7233333333333,20.29,49.06,25.2,39.89
120,0,21.8566666666667,50.3666666666667,20.9266666666667,45.5266666666667,21.6666666666667,44.55666666666671
120,0,23.39,36.6633333333333,21.5,37.79,22.79,36.0
220,10,21.76,46.53,20.53,47.6966666666667,23.8566666666667,43.2
420,30,22.5333333333333,42.73,21.2,41.79,21.89,44.68166666666671
110,0,19.8233333333333,38.79,19.1,38.1266666666667,20.2,37.0
60,0,20.76,40.9266666666667,19.2,41.33,22.066666666666695,38.96
60,0,22.0,41.4333333333333,21.2,40.59,21.566666666666695,42.59
40,0,20.9633333333333,38.79,20.39,36.9666666666667,20.7,38.9333333333333
50,0,22.066666666666695,37.5,19.1666666666667,40.8633333333333,22.1,36.79
30,0,21.6,44.9,20.89,44.3266666666667,22.29,45.0
50,0,22.0,38.09,20.4633333333333,38.9,22.3566666666667,37.53
140,20,22.6,37.36,20.2,37.69333333333329,23.6,35.8266666666667
40,0,23.0,38.09,20.2,40.79,23.1,38.59
30,0,19.73,37.2,19.0,36.79,18.6,38.29
80,0,21.39,42.6333333333333,18.9266666666667,46.8633333333333,23.26,40.4633333333333
50,0,22.0333333333333,38.9333333333333,19.5333333333333,41.29,22.29,38.79
110,0,22.1,34.59,20.39,35.6633333333333,20.89,36.29
100,10,20.6,33.79,18.7,34.59,20.1,35.2
120,0,21.6,36.6566666666667,18.7,40.06,22.6,36.23
80,0,20.29,44.2,19.89,43.4,19.79,43.79
40,0,21.2,46.2,20.5,45.4,21.7,44.3572222222222
30,0,21.79,37.79,23.1333333333333,34.4666666666667,22.79,35.79
50,0,21.6666666666667,42.6633333333333,20.89,42.0,22.6,43.77
60,0,21.23,38.1266666666667,18.29,41.2,22.29,37.9
100,0,23.5,39.9666666666667,22.5571428571429,35.4685714285714,24.1571428571429,34.2642857142857
50,0,25.1,35.29,25.7,30.6666666666667,26.29,37.054
80,20,22.6,38.79,21.1333333333333,39.26,23.1,37.5
80,10,20.6,32.46,19.1333333333333,32.4266666666667,19.7,32.9666666666667
190,0,21.3233333333333,37.9,19.79,38.9633333333333,22.7,36.59
70,0,22.5,39.76,21.39,40.39,23.0,38.9633333333333
80,10,18.39,43.76,17.7,42.6266666666667,19.5,43.0
70,0,23.2,38.0,22.8566666666667,36.2233333333333,22.79,38.09
60,0,25.26,47.0,25.5625,43.9,26.73,42.2
230,0,21.65,36.995,19.79,36.7,20.3233333333333,35.6266666666667
60,0,21.6,44.4,19.89,46.59,23.1,41.79
740,20,19.5,42.1333333333333,18.26,39.1966666666667,19.89,39.19333333333329
50,0,21.79,35.0,19.2,37.4,23.0,36.79
80,0,22.0333333333333,38.9333333333333,23.39,36.03,22.9633333333333,37.59
40,0,25.6,46.79,26.236,42.9,26.29,43.44
50,0,20.9266666666667,37.0,21.29,35.43,21.79,35.09
90,10,24.8809090909091,46.5398181818182,25.0486486486487,42.7483783783784,26.4101818181818,41.5109090909091
120,0,21.55,39.995,20.29,39.53,21.7,37.79
40,0,19.5333333333333,44.9333333333333,18.79,44.2,19.89,44.6266666666667
90,0,22.73,39.8633333333333,21.89,39.59,22.0714285714286,40.1685714285714
40,0,19.6,46.0,18.79,45.9,19.8233333333333,45.23
50,0,22.2,43.4,20.1,44.7,23.5,40.9
50,0,22.0,36.5257142857143,20.0857142857143,37.0928571428571,20.7257142857143,37.9
30,10,19.0,39.9333333333333,17.4633333333333,40.5,19.5,40.09
70,0,25.29,48.8266666666667,24.39,48.0,26.02,45.2
40,0,21.39,43.2,20.1,43.79,21.89,42.0
40,0,21.39,37.09,18.89,38.8266666666667,22.6,36.4
50,0,20.39,37.9,18.5571428571429,39.0257142857143,20.6,38.0
50,0,18.6,38.9666666666667,17.29,39.5,18.9266666666667,39.09
60,0,24.89,47.9,23.54,48.29,26.39,43.7257142857143
50,0,22.89,45.9,21.1,47.8266666666667,25.066666666666695,42.2
130,0,21.26,43.59,21.0,41.43,21.0,42.26
60,0,22.1333333333333,37.3633333333333,22.5,35.5,22.1,36.53
50,0,22.6,44.6266666666667,22.066666666666695,43.2966666666667,22.29,45.26
60,0,19.89,36.59,18.0,37.26,20.39,37.29
50,20,20.79,38.1566666666667,19.26,39.36,21.89,34.9
120,0,21.9633333333333,40.9,20.6,41.79,23.0333333333333,38.53
50,0,21.79,38.5,19.5,40.6333333333333,22.5,37.9
30,0,17.945,44.2,17.1333333333333,44.59,19.0,42.1266666666667
60,0,20.89,40.73,19.46,42.76,22.1,37.9
60,10,20.7,36.0,21.5333333333333,33.8333333333333,21.5,34.7
270,10,19.4475,43.97,18.1666666666667,39.6333333333333,19.89,39.4
50,0,22.1,44.9666666666667,21.79,43.59,21.9022222222222,44.4611111111111
50,0,22.6,38.79,20.066666666666695,41.7,22.1,37.59
190,30,25.0,40.1333333333333,27.6666666666667,33.06,26.29,37.7
100,0,21.1666666666667,37.5933333333333,20.3233333333333,35.4566666666667,20.6666666666667,38.6333333333333
50,0,19.6,38.4633333333333,17.0666666666667,41.09,20.7,37.19333333333329
60,0,23.6,35.4,20.29,38.4142857142857,24.2,36.5128571428571
40,10,20.79,38.29,18.5,39.8266666666667,21.0,40.1266666666667
40,10,19.29,44.7966666666667,18.79,44.0,19.5,44.0
90,0,21.5,44.995,19.79,43.5,21.89,38.5266666666667
110,30,23.39,40.1633333333333,21.0,42.6333333333333,24.7,37.9333333333333
110,30,21.7,41.03,21.066666666666695,39.99,22.5,38.7
100,0,22.23,38.9333333333333,23.8566666666667,35.1633333333333,23.1,37.7
50,0,21.89,41.79,19.6,45.2,24.1333333333333,39.9
80,0,22.1,42.4666666666667,20.29,44.29,23.76,38.1633333333333
100,0,20.9633333333333,39.1633333333333,18.6,41.24,20.3233333333333,37.79
130,0,20.89,35.7,17.89,39.245,21.0,35.2
70,0,24.7,33.4333333333333,25.2,30.5,24.2,36.0
30,0,21.2,38.26,18.5,41.45,23.2,36.29
30,0,21.4266666666667,37.79,19.5,38.59,20.6,38.59
20,0,23.26,28.996666666666705,24.9266666666667,24.0633333333333,23.0,32.06
50,0,20.6333333333333,35.03,19.7,34.73,20.1,35.3266666666667
50,0,21.29,35.76,18.4633333333333,38.06,22.1,35.9
40,0,21.566666666666695,42.59,20.6,42.7,21.4633333333333,43.59
70,20,19.79,47.4266666666667,19.1,45.03,20.1,45.29
410,0,24.3990909090909,53.9501818181818,23.2342342342342,53.87996996997,27.4798181818182,47.3890909090909
60,0,21.29,38.9333333333333,19.7,40.36,20.89,38.1266666666667
50,0,24.6,37.8633333333333,21.89,39.94285714285711,24.2,32.06
50,0,19.89,37.8,17.6333333333333,40.4266666666667,20.0,36.9
50,0,21.39,38.29,18.7,41.8266666666667,22.79,38.1633333333333
160,0,20.2,43.9233333333333,19.29,41.33333333333329,20.39,41.3266666666667
50,10,19.6,41.0266666666667,17.79,41.9633333333333,20.3233333333333,40.7
430,10,20.1333333333333,41.9,18.9266666666667,42.7966666666667,19.76,40.9966666666667
